Number of nodes: 841   cord x               cord y 
1354                  731                  702                  730
1355                  702                  703                  731
1356                  732                  703                  731
1357                  703                  704                  732
1358                  733                  704                  732
1359                  704                  705                  733
1360                  734                  705                  733
1361                  705                  706                  734
1362                  735                  706                  734
1363                  706                  707                  735
1364                  736                  707                  735
1365                  707                  708                  736
1366                  737                  708                  736
1367                  708                  709                  737
1368                  738                  709                  737
1369                  709                  710                  738
1370                  739                  710                  738
1371                  710                  711                  739
1372                  740                  711                  739
1373                  711                  712                  740
1374                  741                  712                  740
1375                  712                  713                  741
1376                  742                  713                  741
1377                  713                  714                  742
1378                  743                  714                  742
1379                  714                  715                  743
1380                  744                  715                  743
1381                  715                  716                  744
1382                  745                  716                  744
1383                  716                  717                  745
1384                  746                  717                  745
1385                  717                  718                  746
1386                  747                  718                  746
1387                  718                  719                  747
1388                  748                  719                  747
1389                  719                  720                  748
1390                  749                  720                  748
1391                  720                  721                  749
1392                  750                  721                  749
1393                  721                  722                  750
1394                  751                  722                  750
1395                  722                  723                  751
1396                  752                  723                  751
1397                  723                  724                  752
1398                  753                  724                  752
1399                  724                  725                  753
1400                  754                  725                  753
1401                  726                  727                  755
1402                  756                  727                  755
1403                  727                  728                  756
1404                  757                  728                  756
1405                  728                  729                  757
1406                  758                  729                  757
1407                  729                  730                  758
1408                  759                  730                  758
1409                  730                  731                  759
1410                  760                  731                  759
1411                  731                  732                  760
1412                  761                  732                  760
1413                  732                  733                  761
1414                  762                  733                  761
1415                  733                  734                  762
1416                  763                  734                  762
1417                  734                  735                  763
1418                  764                  735                  763
1419                  735                  736                  764
1420                  765                  736                  764
1421                  736                  737                  765
1422                  766                  737                  765
1423                  737                  738                  766
1424                  767                  738                  766
1425                  738                  739                  767
1426                  768                  739                  767
1427                  739                  740                  768
1428                  769                  740                  768
1429                  740                  741                  769
1430                  770                  741                  769
1431                  741                  742                  770
1432                  771                  742                  770
1433                  742                  743                  771
1434                  772                  743                  771
1435                  743                  744                  772
1436                  773                  744                  772
1437                  744                  745                  773
1438                  774                  745                  773
1439                  745                  746                  774
1440                  775                  746                  774
1441                  746                  747                  775
1442                  776                  747                  775
1443                  747                  748                  776
1444                  777                  748                  776
1445                  748                  749                  777
1446                  778                  749                  777
1447                  749                  750                  778
1448                  779                  750                  778
1449                  750                  751                  779
1450                  780                  751                  779
1451                  751                  752                  780
1452                  781                  752                  780
1453                  752                  753                  781
1454                  782                  753                  781
1455                  753                  754                  782
1456                  783                  754                  782
1457                  755                  756                  784
1458                  785                  756                  784
1459                  756                  757                  785
1460                  786                  757                  785
1461                  757                  758                  786
1462                  787                  758                  786
1463                  758                  759                  787
1464                  788                  759                  787
1465                  759                  760                  788
1466                  789                  760                  788
1467                  760                  761                  789
1468                  790                  761                  789
1469                  761                  762                  790
1470                  791                  762                  790
1471                  762                  763                  791
1472                  792                  763                  791
1473                  763                  764                  792
1474                  793                  764                  792
1475                  764                  765                  793
1476                  794                  765                  793
1477                  765                  766                  794
1478                  795                  766                  794
1479                  766                  767                  795
1480                  796                  767                  795
1481                  767                  768                  796
1482                  797                  768                  796
1483                  768                  769                  797
1484                  798                  769                  797
1485                  769                  770                  798
1486                  799                  770                  798
1487                  770                  771                  799
1488                  800                  771                  799
1489                  771                  772                  800
1490                  801                  772                  800
1491                  772                  773                  801
1492                  802                  773                  801
1493                  773                  774                  802
1494                  803                  774                  802
1495                  774                  775                  803
1496                  804                  775                  803
1497                  775                  776                  804
1498                  805                  776                  804
1499                  776                  777                  805
1500                  806                  777                  805
1501                  777                  778                  806
1502                  807                  778                  806
1503                  778                  779                  807
1504                  808                  779                  807
1505                  779                  780                  808
1506                  809                  780                  808
1507                  780                  781                  809
1508                  810                  781                  809
1509                  781                  782                  810
1510                  811                  782                  810
1511                  782                  783                  811
1512                  812                  783                  811
1513                  784                  785                  813
1514                  814                  785                  813
1515                  785                  786                  814
1516                  815                  786                  814
1517                  786                  787                  815
1518                  816                  787                  815
1519                  787                  788                  816
1520                  817                  788                  816
1521                  788                  789                  817
1522                  818                  789                  817
1523                  789                  790                  818
1524                  819                  790                  818
1525                  790                  791                  819
1526                  820                  791                  819
1527                  791                  792                  820
1528                  821                  792                  820
1529                  792                  793                  821
1530                  822                  793                  821
1531                  793                  794                  822
1532                  823                  794                  822
1533                  794                  795                  823
1534                  824                  795                  823
1535                  795                  796                  824
1536                  825                  796                  824
1537                  796                  797                  825
1538                  826                  797                  825
1539                  797                  798                  826
1540                  827                  798                  826
1541                  798                  799                  827
1542                  828                  799                  827
1543                  799                  800                  828
1544                  829                  800                  828
1545                  800                  801                  829
1546                  830                  801                  829
1547                  801                  802                  830
1548                  831                  802                  830
1549                  802                  803                  831
1550                  832                  803                  831
1551                  803                  804                  832
1552                  833                  804                  832
1553                  804                  805                  833
1554                  834                  805                  833
1555                  805                  806                  834
1556                  835                  806                  834
1557                  806                  807                  835
1558                  836                  807                  835
1559                  807                  808                  836
1560                  837                  808                  836
1561                  808                  809                  837
1562                  838                  809                  837
1563                  809                  810                  838
1564                  839                  810                  838
1565                  810                  811                  839
1566                  840                  811                  839
1567                  811                  812                  840
1568                  841                  812                  840
